"DataFlash Configuration Flag","Data Buffer Length"
8,7200
"Elapsed Time","FRONT","REAR","DIFF","TPS","RPM","Front Map","Rear Map"
2413.974,1.56,4.51,0.07,18.3,6028,23.0,22.6
2414.073,1.66,4.51,0.08,19.8,6004,23.4,22.9
2414.174,2.01,4.57,0.07,21.4,6000,23.7,23.3
2414.274,2.13,4.56,0.07,24.4,6004,24.1,23.7
2414.374,2.69,4.55,0.05,25.3,5983,24.4,24.1
2414.476,3.55,4.54,0.03,27.8,6028,24.6,24.4
2414.575,3.80,4.55,0.01,28.8,6048,24.8,24.7
2414.676,4.54,4.72,-0.01,30.5,6043,24.9,24.9
2414.776,4.69,3.95,-0.02,29.6,6055,25.1,25.2
2414.876,4.60,3.86,-0.05,30.9,6055,25.2,25.4
2414.977,4.45,2.61,-0.05,32.4,6097,25.3,25.6
2415.077,4.59,2.43,-0.04,32.6,6124,25.4,25.7
2415.177,4.58,2.72,-0.04,32.8,6142,25.5,25.7
2415.277,4.56,4.43,-0.02,33.8,6132,25.5,25.6
2415.378,4.61,4.42,-0.02,32.8,6109,25.5,25.6
2415.478,4.60,4.67,-0.01,33.0,6139,25.6,25.6
2415.579,2.63,4.55,0.00,34.1,6150,25.7,25.7
2415.679,2.86,4.58,0.00,34.1,6157,25.7,25.7
2415.779,4.66,4.57,0.00,35.2,6208,25.7,25.8
2415.880,4.47,2.49,-0.01,31.5,6218,25.7,25.7
2415.980,4.55,3.12,-0.01,28.6,6224,25.5,25.5
2416.080,4.58,4.52,0.00,24.9,6188,25.2,25.1
2416.181,4.29,4.54,0.01,24.2,6180,24.9,24.8
2416.282,1.93,4.56,0.01,23.8,6180,24.7,24.7
2416.381,3.44,4.54,0.01,24.8,6177,24.6,24.5
2416.482,4.56,2.58,0.01,24.1,6203,24.6,24.5
2416.582,4.57,2.51,0.01,24.6,6213,24.6,24.5
2416.682,4.58,4.46,0.01,24.8,6203,24.6,24.5
2416.783,4.30,4.56,0.01,24.8,6185,24.6,24.5
2416.884,0.70,1.67,0.03,0.5,6048,22.2,22.0
2416.983,0.73,0.44,0.02,0.0,5389,14.6,14.5
2417.084,1.38,0.76,0.01,0.0,4745,10.6,10.6
2417.184,1.49,0.51,0.02,2.2,4167,9.2,9.1
2417.284,0.86,2.18,0.03,3.0,4273,10.6,10.5
2417.385,2.37,1.74,0.05,3.2,4722,11.7,11.4
2417.485,1.41,2.43,0.03,5.3,5175,12.5,12.3
2417.585,2.43,1.24,-0.02,6.2,5338,13.5,13.5
2417.686,3.73,2.76,0.02,7.3,5324,15.0,14.8
2417.786,2.26,3.90,-0.07,8.4,5378,15.9,16.2
2417.886,3.94,2.39,0.02,12.3,5270,17.4,17.3
2417.987,1.49,4.45,-0.05,14.1,5255,19.0,19.3
2418.087,4.22,1.72,-0.01,15.4,5270,20.8,20.8
2418.188,4.52,4.04,0.03,13.5,5230,21.8,21.6
2418.288,2.15,4.31,-0.06,11.9,5242,21.3,21.6
2418.388,3.65,1.23,-0.01,10.4,5226,20.7,20.7
2418.488,3.90,3.04,0.00,8.1,5186,19.8,19.8
2418.589,1.74,3.65,-0.07,8.4,5177,18.5,18.9
2418.689,2.98,1.05,-0.04,7.8,5133,17.9,18.1
2418.789,3.57,2.54,-0.02,8.1,5147,17.7,17.8
2418.890,1.08,3.59,-0.07,8.1,5105,17.5,17.9
2418.990,2.42,3.31,-0.08,7.7,5095,17.5,17.9
2419.091,3.17,1.37,-0.04,7.4,5067,17.4,17.6
2419.191,3.55,2.67,-0.03,7.2,5072,17.2,17.4
2419.291,1.44,3.21,-0.04,7.2,5050,17.0,17.3
2419.392,1.87,3.54,-0.07,8.1,5064,16.8,17.2
2419.492,2.87,1.65,-0.06,7.8,5042,17.1,17.4
2419.592,3.28,1.32,-0.05,8.1,4976,17.3,17.6
2419.794,2.97,3.76,-0.04,9.9,4970,18.3,18.5
2419.893,1.44,4.03,-0.02,10.3,4950,19.0,19.1
2419.994,1.79,4.20,-0.03,10.7,4943,19.5,19.7
2420.095,3.00,3.60,-0.03,10.6,4937,19.8,20.0
2420.194,3.47,1.96,-0.05,10.7,4924,20.0,20.2
2420.295,3.79,1.28,-0.05,10.8,4926,20.1,20.4
2420.396,4.02,2.17,-0.05,11.5,4926,20.2,20.4
2420.495,4.22,2.84,-0.05,11.8,4924,20.3,20.6
2420.596,4.43,3.87,-0.04,12.5,4906,20.7,20.9
2420.696,3.91,4.35,-0.01,13.5,4906,21.3,21.3
2420.796,1.84,4.45,0.00,13.3,4900,21.7,21.7
2420.897,1.53,4.44,0.01,13.7,4914,21.9,21.9
2420.997,1.85,4.45,0.03,13.8,4901,22.1,22.0
2421.097,2.82,4.44,0.02,14.6,4909,22.1,22.1
2421.198,3.64,3.51,0.00,13.9,4890,22.1,22.2
2421.298,3.92,2.60,-0.03,13.8,4889,22.1,22.3
2421.398,4.16,1.53,-0.04,13.9,4908,22.1,22.3
2421.499,4.35,1.64,-0.04,14.3,4887,22.1,22.4
2421.599,4.48,2.10,-0.04,16.1,4873,22.4,22.6
2421.700,4.53,3.49,-0.02,18.8,4892,22.8,23.0
2421.800,4.58,4.57,-0.01,20.2,4887,23.3,23.4
2421.900,4.59,4.56,0.00,21.1,4884,23.8,23.8
2422.001,3.48,4.56,0.01,22.7,4887,24.1,24.1
2422.102,2.08,4.56,0.01,24.9,4897,24.5,24.4
2422.201,2.45,4.58,0.02,27.8,4905,24.9,24.8
2422.302,4.54,4.60,0.01,29.6,4957,25.2,25.1
2422.402,4.47,3.04,0.00,28.6,4986,25.4,25.4
2422.502,4.57,2.28,-0.01,27.6,4995,25.4,25.4
2422.603,4.60,4.47,-0.01,28.4,5013,25.4,25.4
2422.703,4.58,4.63,-0.01,26.9,4963,25.4,25.4
2422.803,2.39,4.54,-0.01,26.1,5040,25.3,25.4
2422.904,3.29,4.57,-0.02,23.7,5036,25.1,25.2
2423.005,4.10,2.39,-0.02,14.5,5021,24.6,24.6
2423.104,4.22,1.53,-0.01,13.4,5028,23.3,23.4
2423.205,4.39,3.33,-0.01,13.4,5016,22.6,22.6
2423.306,3.00,4.38,-0.02,13.1,5015,22.2,22.3
2423.405,1.43,4.41,-0.02,13.0,5021,22.0,22.1
2423.506,2.97,4.45,-0.02,14.5,5023,21.8,22.0
2423.606,4.04,1.58,-0.01,13.4,5035,21.9,21.9
2423.706,4.30,1.99,-0.01,13.5,5025,21.9,21.9
2423.807,4.44,3.68,-0.01,13.7,4990,21.9,22.0
2423.907,3.53,4.41,-0.01,13.0,4975,21.9,22.0
2424.007,1.43,4.42,-0.02,13.3,4973,21.9,22.0
2424.108,2.93,4.46,-0.02,14.3,4980,21.8,22.0
2424.208,3.77,2.33,-0.02,12.5,4983,21.8,21.9
2424.308,3.95,1.38,-0.02,11.5,4981,21.5,21.6
2424.409,4.04,2.57,-0.03,10.4,4971,20.9,21.0
2424.509,4.15,3.26,-0.04,10.7,4955,20.4,20.6
2424.610,2.45,4.01,-0.04,10.7,4945,20.2,20.4
2424.710,1.29,4.16,-0.04,10.6,4942,20.1,20.3
2424.810,1.85,4.22,-0.02,10.7,4961,20.2,20.3
2424.910,3.00,3.90,-0.02,11.4,4945,20.3,20.4
2425.011,3.76,1.86,-0.03,12.2,4927,20.6,20.8
2425.111,4.00,1.32,-0.05,12.5,4921,20.9,21.2
2425.212,4.20,1.89,-0.04,12.5,4908,21.1,21.4
2425.312,4.30,2.79,-0.04,13.9,4885,21.2,21.4
2425.412,4.34,3.18,-0.04,12.6,4900,21.2,21.5
2425.513,4.43,3.85,-0.03,13.0,4900,21.3,21.5
2425.613,3.57,4.36,-0.02,13.3,4898,21.4,21.5
2425.713,2.67,4.50,0.02,15.4,4882,22.0,21.9
2425.814,1.76,4.50,0.03,17.5,4865,22.7,22.5
2425.914,1.91,4.51,0.03,18.7,4857,23.2,23.1
2426.014,2.34,4.54,0.04,19.5,4863,23.6,23.4
2426.115,3.72,4.55,0.02,21.3,4892,23.8,23.7
2426.215,4.58,3.49,0.00,20.7,4905,24.0,24.0
2426.315,4.56,2.48,-0.02,20.6,4909,24.1,24.2
2426.416,4.55,1.84,-0.03,20.6,4895,24.1,24.3
2426.517,4.54,2.61,-0.02,20.6,4897,24.2,24.3
2426.616,4.56,3.62,-0.01,21.5,4914,24.1,24.2
2426.717,4.59,4.59,0.00,20.6,4885,24.1,24.2
2426.818,4.50,4.54,0.00,20.6,4874,24.2,24.1
2426.917,3.04,4.54,0.02,20.3,4892,24.3,24.1
2427.018,1.78,4.53,0.02,20.4,4889,24.3,24.1
2427.118,2.14,4.52,0.03,20.4,4927,24.3,24.1
2427.218,3.81,4.56,0.02,21.5,4952,24.2,24.1
2427.319,4.57,2.84,0.00,21.0,4943,24.2,24.2
2427.419,4.55,1.93,-0.01,22.6,4981,24.3,24.4
2427.520,4.56,3.18,-0.01,24.2,4983,24.5,24.6
2427.620,4.59,4.61,-0.01,26.0,4940,24.7,24.8
2427.720,4.72,4.61,-0.01,27.1,4929,25.0,25.0
2427.821,2.29,4.60,-0.02,28.0,4966,25.1,25.2
2427.921,4.01,4.58,-0.01,29.1,5015,25.3,25.4
2428.021,4.46,3.41,-0.01,29.1,5028,25.4,25.5
2428.122,4.56,2.94,0.00,29.6,5045,25.5,25.5
2428.222,4.56,4.50,0.00,30.5,5031,25.6,25.6
2428.322,3.34,4.63,-0.01,31.5,5048,25.7,25.7
2428.423,3.69,4.57,-0.02,32.1,5033,25.7,25.9
2428.523,4.60,2.60,0.00,32.5,5108,25.9,25.9
2428.623,4.63,4.81,0.00,33.6,5151,25.9,25.9
2428.724,3.16,4.60,-0.01,32.5,5095,26.0,26.0
2428.824,4.77,4.63,-0.02,33.0,5145,25.9,26.0
2428.924,4.58,2.54,0.01,32.2,5188,25.9,25.9
2429.024,4.52,4.65,0.00,32.4,5149,26.0,26.0
2429.125,2.86,4.57,-0.05,32.2,5142,25.8,26.0
2429.225,4.56,2.71,-0.01,32.1,5206,25.9,26.0
2429.325,4.56,4.43,0.00,32.5,5190,26.0,26.0
2429.427,2.71,4.59,-0.05,32.1,5193,25.7,26.0
2429.526,4.63,2.53,-0.01,32.2,5263,25.9,25.9
2429.627,4.53,4.66,0.00,32.1,5204,26.0,26.0
2429.728,3.91,4.59,-0.06,31.7,5244,25.7,26.0
2429.827,4.57,2.75,0.01,31.4,5289,25.8,25.8
2429.928,3.24,4.62,0.00,31.0,5277,25.9,25.9
2430.029,4.48,3.64,-0.02,30.1,5292,25.8,25.9
2430.128,4.63,4.69,0.01,25.5,5266,25.7,25.7
2430.229,2.23,4.59,-0.04,24.1,5274,25.1,25.4
2430.329,4.61,2.15,0.02,26.3,5309,25.2,25.0
2430.429,3.68,4.58,0.01,26.5,5291,25.3,25.2
2430.530,4.56,3.34,-0.02,26.7,5326,25.2,25.3
2430.630,4.61,4.65,0.01,26.9,5285,25.3,25.3
2430.730,3.35,4.58,-0.06,26.7,5332,25.0,25.4
2430.831,4.59,4.08,0.03,27.6,5338,25.2,25.1
2430.931,2.08,4.60,-0.02,26.5,5338,25.1,25.3
2431.031,4.58,2.35,0.03,26.5,5374,25.3,25.1
2431.132,2.40,4.49,0.00,26.7,5317,25.3,25.3
2431.232,4.55,2.34,0.01,26.8,5376,25.3,25.3
2431.332,3.85,4.60,0.01,26.5,5345,25.4,25.3
2431.433,4.42,2.62,-0.01,26.5,5384,25.3,25.3
2431.533,4.66,4.61,0.01,25.6,5364,25.3,25.3
2431.634,4.43,3.44,-0.05,19.5,5380,24.8,25.1
2431.734,4.58,4.51,0.03,16.9,5345,24.4,24.3
2431.834,3.04,4.54,-0.06,16.2,5353,23.4,23.8
2431.934,4.44,3.23,0.05,14.8,5330,23.0,22.8
2432.035,1.99,4.44,-0.06,13.5,5328,22.3,22.6
2432.135,4.24,1.83,0.03,13.5,5319,22.1,22.0
2432.236,1.57,4.41,-0.01,13.1,5291,21.9,22.0
2432.336,4.00,1.51,-0.01,13.4,5294,21.8,21.9
2432.436,4.48,3.96,0.02,13.5,5259,21.9,21.8
2432.537,2.94,4.52,-0.08,15.0,5266,21.6,22.0
2432.637,4.39,2.80,0.03,15.4,5281,21.9,21.7
2432.737,1.60,4.46,-0.02,14.3,5252,22.0,22.1
2432.838,4.32,1.90,-0.01,16.5,5257,22.2,22.3
2432.938,4.58,4.49,0.03,17.7,5242,22.9,22.8
2433.038,2.19,4.53,-0.04,17.9,5252,22.9,23.2
2433.139,4.53,1.98,0.05,19.0,5276,23.4,23.2
2433.240,3.03,4.53,0.02,19.6,5231,23.7,23.6
2433.339,4.13,4.44,-0.02,20.0,5268,23.8,23.9
2433.440,4.56,3.93,0.05,22.3,5270,24.1,23.8
2433.540,1.79,4.53,-0.01,21.1,5281,24.0,24.1
2433.640,4.57,1.99,0.02,21.5,5279,24.2,24.1
2433.741,4.69,4.53,0.02,22.1,5241,24.4,24.3
2433.841,3.43,4.55,-0.04,23.0,5268,24.2,24.5
2433.941,4.57,3.34,0.05,23.0,5311,24.5,24.2
2434.042,1.89,4.57,-0.01,22.5,5266,24.4,24.5
2434.142,4.49,2.29,0.01,22.5,5307,24.5,24.5
2434.242,4.61,4.52,0.03,22.5,5250,24.7,24.5
2434.343,4.00,4.60,-0.05,23.6,5317,24.4,24.6
2434.443,4.57,3.48,0.04,23.8,5326,24.6,24.4
2434.543,2.24,4.56,-0.03,29.5,5305,24.7,24.8
2434.644,4.60,2.91,0.03,34.0,5357,25.3,25.2
2434.744,3.26,4.62,0.00,39.0,5322,25.8,25.8
2434.844,4.29,3.02,0.01,44.0,5405,26.3,26.2
2434.945,3.20,4.49,-0.01,48.7,5372,26.7,26.7
2435.045,4.16,3.26,0.00,50.2,5478,27.0,27.0
2435.145,2.94,4.27,-0.02,48.2,5419,27.0,27.2
2435.246,4.41,4.62,0.01,46.2,5512,27.1,27.0
2435.346,4.04,4.45,-0.04,45.9,5478,26.9,27.1
2435.447,4.33,4.88,0.01,45.8,5512,27.0,27.0
2435.547,4.55,3.01,-0.03,45.8,5594,26.9,27.0
2435.647,2.91,4.42,-0.04,45.8,5597,26.9,27.1
2435.748,4.80,4.16,0.00,45.5,5576,27.0,27.0
2435.849,4.32,2.97,-0.03,46.3,5647,26.9,27.0
2435.948,3.50,4.82,-0.05,48.1,5653,26.9,27.2
2436.150,4.47,4.66,0.01,50.5,5747,27.2,27.1
2436.249,4.48,3.35,-0.01,47.8,5764,27.1,27.1
2436.350,4.07,4.82,-0.04,46.7,5789,27.0,27.2
2436.450,3.62,4.72,-0.05,46.6,5758,26.9,27.2
2436.550,4.25,4.79,0.00,46.6,5780,27.1,27.1
2436.651,4.47,4.74,0.02,43.1,5791,27.0,26.9
2436.751,4.57,3.91,0.01,33.0,5875,26.5,26.4
2436.851,4.64,2.37,-0.02,31.9,5877,26.1,26.2
2436.952,4.49,3.37,-0.06,33.3,5838,25.9,26.2
2437.052,4.32,4.55,-0.08,34.4,5889,25.8,26.2
2437.153,2.83,4.66,-0.04,35.9,5877,25.9,26.1
2437.253,2.57,4.42,0.00,38.3,5854,26.2,26.2
2437.353,4.98,4.44,0.04,42.0,5857,26.5,26.3
2437.453,4.49,4.67,0.03,42.1,5903,26.7,26.5
2437.554,4.44,4.83,0.02,42.5,5926,26.7,26.6
2437.654,4.79,4.22,0.01,43.2,5952,26.7,26.6
2437.754,4.76,4.33,-0.01,45.8,5917,26.7,26.7
2437.855,4.76,4.33,-0.02,45.6,5945,26.7,26.8
2437.955,4.58,4.83,-0.02,43.1,6014,26.6,26.7
2438.056,4.68,4.55,-0.01,37.2,5983,26.5,26.6
2438.156,4.64,4.71,-0.01,32.6,5983,26.2,26.3
2438.256,4.61,4.53,0.00,26.1,6028,25.8,25.8
2438.356,4.61,4.41,0.00,23.7,6016,25.3,25.3
2438.457,4.61,4.46,0.01,22.1,6000,24.8,24.8
2438.557,4.57,3.94,0.02,20.3,5990,24.4,24.4
2438.658,4.57,3.84,0.01,19.9,5959,24.1,24.0
2438.758,4.57,3.91,0.01,19.8,5950,23.9,23.8
2438.858,4.56,3.33,0.01,21.5,5980,23.8,23.7
2438.959,4.57,3.10,0.00,21.5,5983,23.8,23.8
2439.060,4.56,2.96,0.00,21.5,5933,23.8,23.8
2439.159,4.57,2.00,-0.02,21.4,5919,23.8,23.9
2439.260,4.55,1.84,-0.04,22.3,5917,24.0,24.2
2439.361,4.54,1.95,-0.05,24.5,5921,24.2,24.5
2439.460,4.56,2.82,-0.08,25.3,5940,24.4,24.9
2439.561,4.75,3.72,-0.09,26.5,5964,24.6,25.1
2439.661,4.68,4.54,-0.08,27.5,5926,24.8,25.2
2439.761,3.84,4.58,-0.07,29.2,5954,24.9,25.3
2439.862,3.20,4.55,-0.04,28.7,5928,25.0,25.3
2439.962,2.21,4.60,0.00,28.7,5896,25.2,25.2
2440.062,2.06,4.62,0.03,29.6,5926,25.4,25.2
2440.163,2.26,4.51,0.05,30.2,5912,25.6,25.3
2440.263,3.49,4.55,0.08,30.5,5942,25.7,25.3
2440.363,4.17,4.59,0.08,30.5,5928,25.8,25.4
2440.464,4.68,4.60,0.07,31.3,5945,25.8,25.4
2440.564,4.52,4.68,0.06,33.3,5947,25.8,25.5
2440.664,4.49,4.70,0.04,34.9,5961,25.9,25.7
2440.765,4.50,4.70,0.03,35.2,5990,26.0,25.8
2440.865,4.59,4.57,0.02,35.5,5985,26.0,25.9
2440.966,4.59,4.58,0.01,34.7,5954,26.0,25.9
2441.066,4.58,4.53,0.01,31.9,5968,25.9,25.9
2441.166,4.62,4.64,0.02,25.7,5947,25.6,25.5
2441.266,4.59,4.16,0.02,21.4,5935,25.0,24.9
2441.367,4.57,3.95,0.02,21.3,5938,24.5,24.4
2441.467,4.42,2.44,0.00,16.1,5942,23.9,23.9
2441.567,3.57,1.39,-0.05,9.9,5893,22.1,22.4
2441.668,2.92,1.08,-0.07,8.3,5886,19.9,20.3
2441.768,2.14,3.94,-0.08,8.1,5782,18.5,19.0
2441.869,1.16,2.97,-0.01,5.5,5820,17.8,17.9
2441.969,1.46,2.11,0.06,4.5,5787,15.7,15.4
2442.069,1.79,1.06,0.05,3.2,5723,13.7,13.4
2442.170,1.49,0.52,0.00,3.0,5681,12.1,12.1
2442.270,0.88,1.83,0.00,3.8,5622,11.4,11.4
2442.370,2.39,1.45,0.05,3.0,5605,11.2,10.9
2442.471,1.73,0.53,0.01,3.7,5565,11.0,11.0
2442.571,0.93,2.49,0.00,5.0,5522,11.7,11.8
2442.671,3.01,1.84,0.05,6.8,5512,13.2,12.9
2442.772,2.14,3.18,-0.05,7.2,5474,14.4,14.7
2442.873,3.40,2.81,0.04,7.4,5436,15.6,15.4
2442.972,2.57,1.76,-0.05,7.6,5452,15.9,16.1
2443.073,2.56,3.08,0.02,7.6,5434,16.6,16.5
2443.172,2.76,1.52,-0.04,7.6,5353,16.7,16.9
2443.273,3.41,2.52,0.01,6.0,5324,16.8,16.7
2443.374,1.88,3.02,-0.06,5.5,5347,15.7,16.0
2443.474,2.66,1.57,0.00,5.8,5261,15.2,15.2
2443.574,0.87,2.72,-0.03,5.4,5252,14.7,14.9
2443.675,2.31,0.83,-0.02,5.3,5244,14.5,14.6
2443.774,2.82,2.01,0.00,5.3,5197,14.5,14.5
2443.876,0.99,2.81,-0.05,5.5,5175,14.3,14.6
2443.976,2.34,1.00,-0.03,5.4,5152,14.5,14.7
2444.076,2.79,1.70,-0.01,5.4,5124,14.7,14.7
2444.176,1.64,2.79,-0.02,6.1,5083,14.9,15.0
2444.277,1.65,3.22,-0.05,6.9,5084,15.2,15.5
2444.377,2.64,1.54,-0.05,6.9,5038,15.6,15.9
2444.477,3.35,1.86,-0.02,8.8,5112,16.4,16.6
2444.578,3.71,3.12,-0.02,8.0,4988,17.1,17.2
2444.678,1.24,3.53,-0.04,7.8,4981,17.4,17.6
2444.779,1.76,3.73,-0.05,8.3,4988,17.6,17.9
2444.879,2.69,2.82,-0.05,8.1,4981,17.7,18.0
2444.979,3.10,1.33,-0.06,8.4,4952,17.9,18.2
2445.080,3.52,1.40,-0.06,9.1,4939,18.2,18.5
2445.180,3.76,2.30,-0.06,10.7,4905,18.5,18.8
2445.280,3.86,2.69,-0.06,9.2,4876,18.6,18.9
2445.481,2.70,3.70,-0.04,9.2,4881,18.9,19.1
2445.581,2.07,3.77,-0.01,9.2,4865,19.1,19.1
2445.682,1.33,3.87,0.00,9.1,4840,19.2,19.2
2445.782,1.16,3.81,0.00,8.4,4829,19.1,19.1
2445.882,1.09,3.56,0.02,7.2,4826,18.8,18.7
2445.983,1.07,3.34,0.02,6.6,4764,17.9,17.8
2446.084,1.16,3.34,0.01,6.5,4841,17.3,17.3
2446.183,1.02,3.33,0.03,6.5,4745,17.2,17.0
2446.284,1.03,3.24,0.04,6.2,4742,17.1,16.9
2446.384,1.23,3.03,0.05,5.8,4767,16.9,16.6
2446.484,1.82,2.92,0.05,5.7,4708,16.6,16.3
2446.685,3.02,1.96,-0.01,5.5,4675,16.0,16.1
2446.785,2.86,1.49,-0.06,5.4,4686,15.9,16.2
2446.886,2.67,0.92,-0.09,5.4,4631,15.8,16.3
2446.986,2.20,3.20,-0.11,5.4,4608,15.8,16.4
2447.086,1.30,3.15,-0.05,5.4,4619,16.0,16.3
2447.187,1.02,3.06,0.02,5.5,4608,16.1,16.0
2447.287,3.45,2.62,0.05,5.8,4562,16.3,16.1
2447.388,3.05,1.69,-0.02,6.1,4541,16.2,16.4
2447.488,2.75,1.25,-0.09,6.0,4518,16.3,16.8
2447.588,1.48,3.36,-0.08,6.0,4531,16.4,16.9
2447.688,2.38,3.14,0.04,6.1,4495,16.9,16.7
2447.789,3.24,2.09,0.01,6.1,4485,16.8,16.7
2447.889,2.71,1.74,-0.10,6.1,4489,16.7,17.2
2447.990,1.20,3.41,-0.06,6.1,4441,16.9,17.2
2448.090,3.73,2.85,0.04,6.2,4430,17.2,17.0
2448.190,3.00,1.07,-0.04,6.1,4416,16.9,17.1
2448.291,1.84,3.49,-0.08,6.4,4410,16.9,17.4
2448.391,3.16,3.11,0.04,6.2,4378,17.3,17.1
2448.491,3.04,1.11,-0.03,6.2,4397,17.1,17.2
2448.592,1.73,3.48,-0.07,6.2,4374,17.0,17.4
2448.693,3.76,2.91,0.05,6.2,4351,17.4,17.1
2448.792,2.90,1.15,-0.06,6.0,4364,17.1,17.4
2448.893,1.09,3.41,-0.05,6.0,4357,17.2,17.4
2448.993,3.36,2.28,0.03,6.2,4346,17.4,17.2
2449.093,2.41,3.37,-0.09,5.8,4357,17.1,17.6
2449.194,3.06,3.20,0.04,6.2,4278,17.5,17.3
2449.295,3.05,1.05,-0.03,6.2,4302,17.3,17.4
2449.394,1.10,3.41,-0.02,6.1,4289,17.4,17.5
2449.495,3.27,1.84,0.02,6.5,4277,17.5,17.4
2449.595,1.50,3.53,-0.06,6.2,4237,17.4,17.7
2449.695,3.43,2.35,0.05,6.2,4220,17.6,17.3
2449.796,2.34,3.82,-0.08,6.4,4244,17.3,17.8
2449.895,3.54,2.67,0.04,6.4,4239,17.7,17.5
2449.996,2.60,3.13,-0.09,6.1,4255,17.4,17.9
2450.097,3.83,3.04,0.03,6.4,4206,17.8,17.6
2450.197,2.73,2.66,-0.09,6.2,4181,17.5,18.0
2450.297,3.83,3.08,0.03,6.4,4185,17.9,17.7
2450.398,2.83,2.20,-0.08,6.2,4218,17.5,18.0
2450.498,3.68,2.94,0.03,6.2,4217,17.9,17.8
2450.598,2.61,3.22,-0.09,6.2,4219,17.6,18.1
2450.699,3.62,2.80,0.03,6.4,4172,18.0,17.8
2450.799,2.15,3.73,-0.09,7.0,4165,17.6,18.1
2450.899,3.48,2.35,0.03,6.4,4131,17.9,17.7
2451.000,1.79,3.62,-0.07,6.2,4136,17.6,18.0
2451.100,3.35,1.76,0.03,6.2,4142,17.9,17.7
2451.201,1.15,3.55,-0.02,6.2,4114,17.9,18.0
2451.301,3.18,1.13,0.00,6.4,4125,17.9,17.9
2451.401,2.75,3.43,0.03,6.4,4084,18.1,18.0
2451.502,2.79,2.65,-0.07,6.2,4136,17.9,18.2
2451.602,3.62,2.70,0.03,6.4,4081,18.1,17.9
2451.702,1.50,3.67,-0.07,6.4,4045,17.9,18.2
2451.803,3.33,1.42,0.01,6.4,4055,18.0,18.0
2451.904,1.60,3.55,0.01,6.4,4057,18.2,18.2
2452.003,2.87,2.48,-0.06,6.5,4082,18.0,18.4
2452.104,3.61,2.62,0.03,6.5,4060,18.3,18.1
2452.205,1.46,3.67,-0.06,6.4,4048,18.0,18.4
2452.304,3.16,1.08,-0.01,6.2,4072,18.1,18.2
2452.405,3.60,3.20,0.03,6.0,4048,18.2,18.0
2452.506,2.17,3.71,-0.07,6.5,4065,17.6,18.0
2452.605,3.11,1.45,0.02,5.4,4025,17.6,17.4
2452.706,2.06,3.22,0.03,5.3,4024,17.5,17.3
2452.806,2.09,3.64,-0.04,6.1,4026,17.1,17.4
2452.906,2.90,1.45,0.04,4.3,3947,16.9,16.7
2453.007,3.49,2.85,0.04,4.6,3938,16.8,16.6
2453.107,1.70,3.15,-0.04,4.5,4016,16.3,16.5
2453.207,2.86,1.08,0.02,4.5,3958,16.4,16.2
2453.308,3.40,2.66,0.04,4.7,3951,16.6,16.4
2453.408,1.09,3.22,-0.03,4.6,3926,16.5,16.6
2453.508,2.68,1.92,-0.03,4.9,3947,16.6,16.8
2453.609,3.22,1.94,0.04,6.0,3933,17.0,16.8
2453.709,3.66,3.19,0.03,5.7,3874,17.3,17.1
2453.809,1.45,3.49,-0.04,5.7,3926,17.3,17.5
2453.910,3.03,1.63,-0.02,6.0,3924,17.6,17.7
2454.010,3.43,1.79,0.02,6.1,3895,18.0,17.9
2454.111,3.97,3.30,0.03,6.4,3845,18.3,18.1
2454.211,1.26,3.72,-0.04,6.4,3858,18.2,18.5
2454.311,2.78,3.37,-0.04,6.5,3893,18.4,18.6
2454.411,3.62,1.34,0.02,7.4,3854,18.8,18.7
2454.512,3.98,3.18,0.03,7.7,3862,19.3,19.1
2454.612,1.76,3.92,-0.01,7.7,3855,19.4,19.5
2454.713,2.27,4.03,-0.06,7.7,3881,19.4,19.7
2454.813,3.48,1.34,-0.01,7.6,3879,19.5,19.6
2454.913,3.81,2.24,0.01,8.1,3899,19.7,19.6
2455.014,3.70,3.76,0.01,7.8,3854,19.8,19.7
2455.115,1.40,3.99,-0.06,7.7,3852,19.5,19.9
2455.214,2.98,3.52,-0.05,7.8,3876,19.6,19.9
2455.315,3.65,1.30,0.01,7.8,3887,19.7,19.7
2455.415,3.96,3.04,0.02,7.8,3872,19.8,19.7
2455.515,2.15,3.91,-0.01,7.7,3861,19.8,19.8
2455.616,2.03,4.02,-0.06,7.8,3897,19.6,19.9
2455.717,3.46,1.49,-0.02,7.8,3873,19.7,19.8
2455.816,3.81,2.05,0.01,7.7,3856,19.8,19.7
2455.917,3.75,3.68,0.01,7.8,3877,19.8,19.8
2456.017,1.29,3.98,-0.04,7.7,3863,19.6,19.8
2456.117,2.94,3.64,-0.05,7.8,3888,19.6,19.9
2456.218,3.63,1.32,0.01,7.7,3872,19.7,19.6
2456.317,3.85,2.78,0.01,7.4,3849,19.6,19.6
2456.419,1.78,3.83,-0.02,7.0,3846,19.4,19.5
2456.519,1.92,3.67,-0.06,6.0,3830,18.9,19.2
2456.619,2.99,1.59,-0.02,5.5,3893,18.5,18.6
2456.719,3.34,1.83,0.02,5.8,3882,18.3,18.2
2456.820,3.83,3.09,0.03,5.8,3827,18.2,18.1
2456.920,1.21,3.50,-0.01,5.5,3846,18.0,18.1
2457.121,3.05,1.16,0.01,5.5,3863,17.9,17.9
2457.221,3.33,1.78,0.02,5.4,3787,18.0,17.8
2457.322,3.65,2.99,0.03,5.7,3766,18.0,17.9
